text,sentiment
i guess i`ll do both since i cant really decide which one to choose,neutral
 Thank you   I`ve had anxiety issues for years so I think if I can make it through the first couple of days then I will be fine.,neutral
" mmmm it all sounds tasty. i had some spiced rum earlier, yummmmmyyyy also herbs are always good although better when shared",positive
"Ppl who smoke pot, are so f . . .n stupid. An instant turn off. drugs in general. why? seriously! ! ! why?",negative
the plan to not spend money is not going well,negative
 Welcome  They are beautiful snow leopards.,positive
"  Blake Sea should have been a water sandbox (a la Cordova), but we can`t rez objects and autoreturn is 5 mins",neutral
Just gave my mommy her Mother`s Day present...a purple ipod  http://twitpic.com/4wcpt,positive
goooooddd morning tweets!!  week three OF my workout. did i mention i got my new glasses yesterday?!?,positive
Guus`s last game 2moz,neutral
yess! talking 2 a hott guy!  happy **** ****!,positive
Just paid my bills now I have no money,negative
_ife not to forget cinnamon!,neutral
Josh just called me a big bucket of ugly  wish me luck for my audition tweets!,neutral
Everyone on the eastcoast... the rain hates us  let`s just all fly to Cali. LOL,negative
" talk to me isn`t a good idea?  i`m going to buy a gift to my friend, so you have 20 mins...",neutral
Got home from audition awhile ago. I think it went pretty well  Now my math homework is calling my name -.-`,positive
 I think he meant this pic - I don`t know what other one he might have seen! But really - this is as hot as it gets,neutral
#followfriday     follow these ppl ... they are interesting ..  doesnt tweet much though,positive
"DH at work, DD7 at party. Seriously thinking of treating DS9 and myself to sushi lunch - after all, it IS Mother`s Day here!",neutral
its castiel!!!!  [ the angle ],positive
"im getting really spotty and my spots ALWAYS scar... and NO its not because i pick them, even if i dont,they scar- FACT  my skin sucks",negative
Hate being sick  especially when there`s no one to pamper me,negative
 Unfortunately I didn`t see any of that spreading of poo,negative
 HMM Gonna go with ran 4 miles and hit the gym... now time to wake the kids up,neutral
Wants to go sit in a park but should really be painting the bathroom,neutral
Going to  for lunch today with . Who`s in? I still need to hit the ATM.,neutral
"can`t wait to see `Transformers 2`.. C`me on, Shia! Yippiee!",positive
_mraz http://twitpic.com/4iq19 - popcorn crazy dude and still adorable,positive
Why did sound input for my computer stop working?  It`s not the mic or jack (USB webcam mic doesn`t work either) Checked input controls.,negative
 http://onoir.com try to go if you can. I tell everyone who goes to Montreal to check it out. Even people who live there,neutral
"Dinner with Ali tonight celebrating her first day at the new job, will be near Trader Joe`s, might just have to stop in",positive
"Good Morning! Happy Monday, Everyone",positive
"oh!, I wanna buy Just That Girl - Drew Seeley, but I`m not allowed  I`m talking itunes store)",neutral
i dont know what gonna do on my lame fridaay  maybe see me with my besties!!,neutral
happy mother`s day mom. love you always,positive
 someone came in when I was sleeping off my national passtime and turned me human,positive
Ugh cramps  and it`s hot,negative
Has that feeling like when you want to cry but you dont so you get that empty feeling in your stomach and your throat starts to hurt.,negative
"Had a crazy night, lost keys, walked home, missed my papi`s calls from the swizzy.    I`m sad",negative
_newnew yea I saw the oil show u put on gotta I likes,neutral
#f1 soon  good luck brawn and mclaren fix up look sharp :p,positive
 you`re right about the duckies  thanks for being such a big help with wrapping & writing up!,positive
Happy Mother`s Day Moms  Take a load of for at least a day!,positive
" Morning, dude! Ivy has decided she wants to go on a boat today. Are you guys around this PM? Would be nice to see you.",positive
collage. what is feminism?,neutral
 thanks so much! we love fanmail  talk to us anytime,positive
everyone vote for  for the mtv movie awards coz my comp is mashed up and wont let me vote!  i will somehow!!!!!!,negative
 Lol..Wat was Vibes doin on Atlantic? & where`s ur shirt in your twitter pic? lol,positive
Going to the doctors now. Scared as ****.,negative
" I can`t, I`m studying so I don`t fail  Come over, I`ll make u some tortellini or chicken or a chicken salad.",neutral
 Awesome! Wish I could fly out to see her,positive
 Looking forward to following your journey on this endeavor - just subscribed to your blog,positive
My face an my arms. Tragic. Seriously.,negative
 like almost above my sholders,neutral
Headed to see friends new baby. Gave up trip to the lake cause of dance class. Such a good mama.,positive
 well she likes it so i call it a SUCCESS,positive
3 years in 2 months!! hooorah! can`t wait!,positive
Reminising on such a wonderful day yesterday with my family and my love.  Nothing like shooting some basketball with the men in my life,positive
 Then I`ll need plenty of quizzes to get through the work day.,neutral
I really want to be a star...Hope Flawless will work,positive
  anything I can do to help?,positive
Field day.... Gt class...not winning...,neutral
kellie: Its a major problem okay. alex: what is? Kellie: hahahahahahahaa your face,positive
Watching Ripley`s Believe it or Not while eating=bad choice,negative
 i believe that you are,neutral
"angry, sad, happy, excited, i hate how my moods change  right now i am immensely sad =\",negative
Is eating BBQ Jalapeno Torta Subway from Los Chaparros right next door..,neutral
I feel actual heartbreak.. _Gates last night  x,negative
http://tinyurl.com/67sk5r Follow my blog and I`ll follow yours,neutral
 are u planning on doing cardio for 1.5 hrs? If so that`s very reasonable  whatcha do last night?,positive
"@_Janet_ ouch, I hate it when favourite items of clothing get ruined.",negative
learning for school now ...,neutral
" Not a problem,  Glad to!",positive
On the way to sthlm - it will maybe be a movie   // cool http://gykd.net,neutral
wants everyone to know he`s off to watch Cypher... again,neutral
"`Don`t call your mother, `cause now we`re partners in crime.` -KP",neutral
" oh and yes (Y) metros, but I dont think I will be drinking, I think I mite have work the nextday",neutral
Computer is packed away. There goes my life. Right into a cardboard box.,negative
i want a ghd straightener but the shipping costs 50 pounds? NO DEAL!,neutral
http://tinyurl.com/d53dmn     mcfly parody by chris moyles ****,neutral
Twas a good show. I even liked Ciara`s last song.   Time for me to go to bed. G`night!,positive
Thanking god for after elton for allowing me to see the new TW trailer since work blocked youtube and lj,positive
Just got up from a nap.. Relaxing for the night,positive
goodnight to all.,positive
 why that`s a halo,neutral
 Take that back. I am insulted.,negative
I was sleeping soo good but just woke up like 10 mins ago n got sick  not feeling so great. I wanna go back to sleep but I`m wide awake.,negative
"two rooms packed and cleaned, three to go",neutral
Sephora is having a 75% off sale. And I`m so broke  Life isn`t fair.,negative
well us Brits have to wait a few more days for it!  I thought it was all gonna released at once! I guess it`s worth the wait!,neutral
"_Ernman Hej Malena, lycka till Eurovision! The United Kingdom will be voting for you!",neutral
" thanks  let me know which print from my gallery you would like, and we can work the details out",positive
Is anyone`s #visialvoicemail working. Have done the sync. Turned off & on. But still not going  Help?,neutral
_WOCKEEZ i wish i can go. But i`m not in US,neutral
 what a riot..now you can tell you`re friends you`ve got chlamydia..but you`re hoping to get pox-syphilis soon,negative
 I don`t like the term 'partner' when it comes to relationships. It`s too business like so that`s my ugly word of the day,negative
 What you said is as good as day dreaming!  sorry to say that our country is in such a state....,negative
 Aww maybe i traumatized her.,negative
Alcohol makes me tired. And I miss and want him so much. It hurts,negative
One downside of the nice weather: It brings of the chavs...,negative
"  I love you, though!",positive
 well then take your sexy **** to sleep then foo.  how as your weekend mami?,neutral
Lying with my new lab pup on my lap,neutral
The time is not my friend today,negative
 I heard your moving to Sydney next year im not happy,negative
Still Doing Grench paper and still getting distracted,negative
Best purchases at today at the yard sales: 2 large dog crates ($30) and a refrigerator for the office ($35) didn`t buy anything old,neutral
counting down the hours until I can finally drink this blossom hill  stupid work,neutral
With alex,neutral
"do not go to moes mexican grill, it is TOO spicy!",negative
", OR write a CMS that uses git for versioning  check out rails-git.  I`d be interested in working on something like that.",positive
" im good thanks, may need you`re advice soon as im playing with a new font of my own",positive
Staying after school today,neutral
watching 3rd JONAS ep.,neutral
: yay! it will be good to have you back,positive
" Vancouver, so classy.  #canucks",positive
 I want to call you but it would cost to much  But Maybe my parents will say okay =D,neutral
_tastic Great  cant you twitter from there?,positive
 til the next asaran,neutral
_Kay2 welcome to Twitter babes! I know what you mean...still trying to figure this out,positive
"For every kiss you give me, I`ll give you three -",positive
  We are both following and I don`t think I have seen him online lol,neutral
 Sooo SAD I will miss you here in San Diego!!!,negative
 I`m not feeling very inspired today...I was suppose to be @ the B`ham concert tonight!,negative
#liesboystell buzy this week,neutral
 did you not think of texting me that!? I`ve just read it now lol! Figured out the html on my own.,positive
 learn learn!... we can learn together!,positive
"Got my tattoo fixed today, and it didn`t hurt to much, thank god  Can`t wait to get the next one. $$$.",positive
Kyle can make fart noises with his armpit,neutral
Has finally taken a shower after much distraction from twitter and the bubble wrap off to read  and drink a smoothie,neutral
 he won`t reply,neutral
wishes he could be with that special someone....,positive
"sigh, my sisters bein strange.. she came all the way from copenhagen to london, and now her phones turned off.. i wanna see her dammit",negative
 thank you.  we had a blast,positive
Watching wizard of waverly place,neutral
cleaning my room,neutral
  hahaha well its try its so ugly,negative
_PingPong Awww I`m teaching my son (when I have one) those manners!  Too many boys are lacking those!,negative
DIDO 'US 2 Little Gods' http://ow.ly/9UIn 'Just this moment/ Let it all stop here/ I`ve had my fill'...words that make you panic...,negative
 yeah i did haha 3rd episode is up as well,neutral
 he`s retiring from the tonight show  im so bummed. he was awesome ha. AND CONGRATS MY DEAR,neutral
 I`m on my way...!,neutral
"Poor Greg  stupid UK, always doing the sympathy vote. xo",negative
 ily babe. Sweet dreams.,positive
 Oh you do? I have the ability to teleport,neutral
 No one to rub it in,neutral
" Nope, re-reading it all over again.     No offense meant",neutral
So glad its friday! Only 1 week of schol left.  im glad its almost summer though.,positive
"Am good thanks, what`s Miami saying? How come u wrote to me?",positive
@_hayles yer there must be-not sure tho-caught it off my brother but got it worse,negative
Just read McDonald`s is actually running more ads than before the economic slowdown. Great. I`m lovin it.,positive
the mum`s cake is done.. now i need make a good luch and tomorrow will be an amazing Mum` day,positive
  i just want to wish your mom a happy mothers day!,positive
Excited for Rove tonight! Jennifer Garner and Gina Riley!,positive
Sleppytime. Really missing my godfather right now. Love you Wayne,neutral
"Aw, Zach wasn`t feeling well  Hope he gets better. So babysitting was canceled.",neutral
Loving the warm weather... but can we get some rain please?! my water bill is going to be bad,neutral
"Hi, my name is Kate and I`m addicted to mm`s!",negative
 I would notice...,neutral
just got outta work.  ....... Frankie`s house.,neutral
Watching 5 children and it.  i really should be studying. I`ll start soon :[,negative
" Wow, your spam really has everything covered! Mine`s almost all **** enlargement stuff.",negative
"Wishes I was going to the pxy summer jam, but can never seem to win",positive
" I`m blue.  In other news, you will love tonight`s DC!",positive
 i know.. i suck.. i`m a master procrastinator  ... you guys don`t have too much fun without me,negative
" Jungle Book, Mary Poppins, or Bugs Life - depending on if you want cartoon, live action or cgi",neutral
 Sorry  I wasn`t doing the inviting...all single women I think.,negative
can`t upload a picture. I already hate twitter,negative
Wat a nice day it was 2day!me and rachel decided to walk to work and walk back lol..was so warm inside tho,positive
afaik A LITTLE SAD THAT CROCCOS IS NO LONGER AVAILABLE FOR SALSA WED NIGHTS. BUMMER!!!!IENJOYED GOING THERE WED NIGHTS.,negative
Home at last HAPPY MOTHERS TO ALL THE MOTHERS Special thanks to my father he bought me tulips so did my princess  adult swim time (anime),positive
Yes we Can  make it ......Obama,positive
 a great song by East Clubbers,negative
" ; i think you should come back to brisbane, australia. we loved you here",positive
Rain. One more reason to stay snuggled beneath the duvet,neutral
 i promised myself i would spread the cards around India...and I only gave someone a deck & then never gave them out,positive
"Sheena Othman Happy Mother`s Day to all mothers in the world......  I`m yet to experience the joy of being a m.. 31: Sorry, but you ha ...",neutral
In Paris till friday!!,neutral
don`t want to go!!!,negative
 Yes we both do win!,positive
 lol yep  tell rhonda i said happy mother`s day!,positive
"Oh, but Grease is on VH1! It`s almost over, though  http://myloc.me/2215",neutral
  that`s why I need to be there...To represent the Blackberries,positive
 please wear glasses in your next video!  you look amazing in them.,positive
Happy Mama`s day to all mothers,positive
"W4M: No clever headline, Sorry  (Salt Lake City) 29yr http://tinyurl.com/mpoghc",negative
http://twitpic.com/66shw - Just took this for class just 5 minutes ago its awsome being here too bad i graduate next year,neutral
My son had surgery yesterday so mommy and son time won`t be as long today,negative
i also realized this weekend how many people are only internet hot...ok catty comment out of the way for the week,neutral
Averaged $31 per hour at work today! Gotta love holidays,positive
" awww, a very happy birthday to him",positive
_pooh what kind of party do we got going now?,neutral
 aw i`m sorry  i was rooting for you just to let you know!,positive
sittin on d bed about 2 fall asleep,neutral
Had a ton of fun w muffin today,positive
I dont care who gets mad. I like speaking my mind. Im alreadt crazy so it helps me not go off da deep edge! **** u!,negative
frame damage... car could be totalled,negative
 Glad you are having a blast.,positive
is really really ready!,neutral
Happy Mothers Day! Will be going out later at 6 pm to watch a well renowned group of singers!,positive
Good morning Tweeple of the sun! What you all up to?,positive
hommmmmme! good day,positive
"Loving the weather this weekend, shame i`m back into work tomorrow",neutral
" Welcome, you were our 10,000th follower! it`s very late CA time but we stayed up to meet you",neutral
"has gone through about 6 tea bags , call me obbsessed , i say thirsty",neutral
 hahaha we just won`t tell him will we?,neutral
 yup-unfortunately  Took today off work and just slept all day.,negative
 that`s cold,neutral
I am listening to the music of Super Juniors of Korea. I so like the way they sing and dance. I hope someday i can meet them.,positive
10 25 Am Still waiting on the doc to come and break my water.,neutral
   ...Thank you Mr. President!....,positive
" actually, I wish I was back in Tahoe.  I miss it there.",negative
Watchin Hannah Montana  Hoedown Throwdown,neutral
Just finished watching 'Marley and Me',neutral
 We all need that simple reminder-thx!,positive
juz donated books/mags 4 charity. Not only do I feel good but it gave me a good workout from all that heavy lifting,positive
"Waiting for Danny to text me back,,,  xoxo",neutral
it should be.. not a wink >.<,neutral
"35mins through the 1hr 20mins Google Wave demo, that looks a lot of fun, would love to test it though.  http://bit.ly/WnMSc",positive
doesn`t want to go to work....,negative
OMG I FINISHED MY HISTORY CHILDRENS BOOK!!!! JUST NEED 2 MAKE IT PRETTY AND PRINT IT OFF AND IM DONE!!! WHOO!!!,neutral
" lol we are going to place called frosties its a soft play centre it knackers them lol, then i get peace for the gym  lol",neutral
He didnt leave a voicemail..  -121908inlove(:,neutral
MAY THE 4TH BE WITH YOU. Happy Star Wars Day,positive
"fine, i give in, docs again today. not being able to breath this morning made me think i should. hate docs",negative
i had a really good day today,positive
 SO DO I!!   My jet is in the repair shop...lol,positive
 bahahaha. I love Gabriel - absolutely **** hilarious!!!,positive
Nite Tweeple.  Tomorrow will be day 25 at work.,neutral
Justin`s blanket shed black lint all over my white skirt.,negative
 now that you say that you do look like demi  hahaha!! Yessss august 2nd will be a blast,positive
 So are you going to watch Star trek or Wolverine..? I bet you are going to watch both  Right?,neutral
 yes`ma... for an after party too after the show next week.,neutral
" Good to hear! I got a bit of a tan today too, which is unheard of for me- I am SO pasty white all the time.  Mostly I freckle.",neutral
" hahahah yeah, you`re right! Plus I`m Twitteraddict so, You`ll find me here all (well almost) day most likely",neutral
 Nice musli bars!,positive
"uploading photos. ughhhh, i have to go to school early tomorrow. fml. but woo excursion. i win",neutral
 oh ... you`ve been superseeded?  not good enough,negative
 I just read your twitter bio. Love it. Very clever and cute. I`m all about smiles.,positive
HAPPY B-DAY SHARON,positive
_stack8 mady were did u go?  truck did u run away?,neutral
"Goodnight. Actually, great night. Seeing Daniel tomorrow!",positive
Being attacked with cola..... all sticky,negative
 wow! you`ve been tweeting all night!! looks like you totally made up for the day,positive
I`m really full. Had a HUGE breakfast.,neutral
"Have beautiful dreams all, I`m off to snuggle down with my beautiful babies as they are done with the outdoors.",positive
it`s too beautiful to stay inside,positive
"skipping school w/ carleigh today, both of us barley got an hr of sleep last nite. i got a new bby kitten! shes all black",neutral
So much to tell-Only blip is her immune system hasn`t recovered-not yet a newborns. Give it 6 more months.  But that`s nothing.,negative
" - Hey, Lenny, we are waiting you in Bulgaria again soon! The concert last year was... OMG!",neutral
 I so wish I could go to your blogging bootcamp in Knoxville this coming week! I`m so close but yet so far.,neutral
"Sitting at work, waiting for this day to be over with. It is always Fridays that take forever. Wish the weekend would get here already.",positive
SF felt WAY too intense for me tonight. Hope that doesn`t keep up. Upset with myself for not hanging with  and pearl,negative
"  You just want to go?? I know the feeling...  I`m ready to head back to the mountains, I won`t go back till July",neutral
left the inn  now im at school. dang its straight up dead here!! [<3Hannah],negative
offically in DC .....  missing my numero uno,negative
 do u hav a garden? bunny probs r decidedly uncool.   thanks 4d link!,neutral
just played volleyball?,neutral
" haha we just say two weeks, but please do continue with the BrE it`s great",positive
But he has an out of date script. That`s really bad. So midway thru his pitch we catch it. He gets all butthurt and storms out. His loss.,negative
Im still in my my pjs  but I haveto get dressed cuz Im going to see Dancing on Ice live,neutral
had such a fun time with allegra tonite!!! we saw 17again!! good movie,positive
 yeeeeeessss I can`t wait! Too bad I can`t drink,negative
"hey there  how are you going? looking forward to weekend, sadly im workin both sat sun",neutral
on the north im BOOMIN!!!.. lol.. fucc the club dog i rather count a million buccz!!!..  ..THEY CALL ME STARBUCCZ ****!!!..,neutral
working my way through this casualties discography.  have to pull weeds later  ...,neutral
"george lopez, bed, mommys day tomorrow ;)  i wish house was on Hugh Laurie, is sexay. sometimes i like way older guys.",positive
 I can`t be mean without you.,negative
" After many attempts, I can`t figure out how put a pic in the avatar. Tells me pic is too big. Frustrated trying.......sorry",negative
 it`s the non-www fail  http://www.mymunchies.net/ that works,negative
 here`s a quote for ya: jesus built a bridge with 2 boards and 3 nails.,neutral
" haha, because I`m at 'work' and can`t read anything",neutral
 awww cuuuute  Newborns are so fun!,positive
 Is it possible to a have phobia of phobias? Afraid to look at list.,negative
 sorry about it,negative
just found out my friend`s dad passed away yesterday,negative
I think I just found my purse soulmate. But its not in my budget,neutral
"Love, laughter, creativity.",neutral
@_erica I know right,neutral
"_007 Don`t worry, they`ll get bored of it! Just hang in there and don`t give in!",negative
just chilling out in my room on the computer,positive
i tried calling work 5 times and they wont answer,negative
Loves Miley`s song The Climb and loves the video  ****,positive
"I want to see Terminator, but everyone`s already seen it",neutral
 I agree  pre decided I think...,neutral
 i know!  i wish she would. I just wanna cuddle and sleeep in ga! And go to the world of coke,positive
I is so lonely,negative
" girl yes, as if having it where you CANT see it wont gross enough",neutral
First time I`m going home early  sucks to b single no one to call,negative
hate living down here in fl. missing GA like crazy...like they say you dont know what you got till its gone  GA on my mind,negative
You said you effed up your nose!,negative
" I don`t know, I noticed that happens to me sometimes too.",neutral
Smith/Amherst mini-reunion last night was fun- how i miss the old days,neutral
rock week  i don`t think danny`s gonna go home this week  he`s never been in the bottom three.. and he`s a really good singer,positive
Class until 9:30  yes on a Friday night...,neutral
"Fantastic weekend - hairdressers, stylish luncheons & a Fabulous girlie night with wine, cheeses & chocolates...And dancing till morning",positive
people in my house do not know how to close doors,negative
learn to fly higher...!  http://tinyurl.com/30tools,positive
can i have some followers :` ( ... i`m so sad...    NOW THAT I`M LOSING HOPE -pressure,negative
Is heading to work n its freezing!,negative
Cleaning my room and listening to britney.,neutral
" I have yet to understand any sentence u have ever typed,but it`s kinda fun-like learning a foreign language&I love to quote u.",positive
Hey  'keep clear'   (robluketic live > http://ustre.am/2w5v),neutral
not ideal bank holiday conditions.. a little over cast and rainy but perfect for a lazy day with a dvd,negative
 I sorry,positive
 I didn`t headbutt anyone! Not that I know about anyway! ;) You ok today?  Football today?,neutral
" I`m fine, I`ve just been trying to figure out the meaning behind this song, and I cant think of anything.  urlm.in/cnmt",positive
I miss the concert Tuesday already. I`d really like a time machine to go see it again... It was so fun...,neutral
" Re: SWA & Pets - Good news for owners, bad news for people w/ allergies who needed to fly for less $$. Sad for many I know.",neutral
 OMG that dunk on Dampier was MASSIVE! Big ups!!! Love it...,positive
Kimberlee Hatch!!!!!!! I miss you,negative
John john and I just switched the meaning of PIMP to someone who still pwns at halo when they`re wasted  hahahaha Another amazing night,positive
 Glad you like!,positive
_avenue Love your website! Wish I lived closer to sample the cupcakey treats,positive
 ok that`s subtly saying i`m no longer a fave  temme 1 thing - did the firangs steal your vocab? ur eating words and how!,neutral
  There isn`t any right now. They need to make more. Sorry.,negative
 gdgd well i better go and get ready for work :| haha have fun tonight  x x,positive
"Leaving minneapolis, doing some homework and going to watch my brothers tennis match later",neutral
Wow... my god the whole UI is sooo much snappier. It`s more responsive than TweetDeck now!  Tweets feel like IMs lol,neutral
With my baby drinking. God I love her,positive
 i havent got a call,neutral
Damm it! I didn`t get a pic of niamh with her 3D glasses on,neutral
 besides when u come and visit ill have more room for u!,neutral
I wanna leave after 2nd period *cryy*,negative
 im so jealous! I want to go to ny,negative
watching Bones with Naty. Have made her a fan! Mission convert Naty: Success...now onto Mission convert Meagan,positive
 no Belgian an not a record collector,neutral
"hates the everything about  seafood.. just so happened to serve lobster in the chow hall... noooowww, I gotta headache.. ugh! smh...",negative
 you`re a big man for embracing your tears,positive
 But I hate being me,negative
 Lovin` your performance on snl tonight... so **** funny!!!,positive
 I feel your pain. Mine is the same way,negative
Is anyone else having problems following and unfollowing peeps? For me this has gone on for over a week!,negative
 hey there? hope you`re all right. Just watching F1 Warm Up for GP Spain!,positive
 Their is no such thing as TRANSPARENCY only selective OPACITY...,neutral
The first officially beautiful day of the year and I`m stuck inside the office    A Magners and BBQ will make up for it!,neutral
"Incase I forget, Happy Mother`s Day to all you moms out there, and to my mommy. The very best one in the world",positive
" oh, a really good 1 dude, thx... added",positive
  My Dad worked for SW when I graduated HS. Worked at HOU 21 years.   He retired 3 years before I joined the Company.,neutral
 Nothing yet,neutral
I`m sooo HAPPY Demi`s back on twitter!,positive
 hahaha i have a bob marley one,neutral
Ahh! Members of the toasters and  playing with void union! Sick! I missed  and we are the union,negative
Crazy debt issue. Maybe I had messed up when closing my old account? Not really sure but looks like I may have to cover it - aaargh...,negative
 that sounds like the scariest zombie dream ever.,negative
Thank you all for your incredible support and encouragement-it means so much!! You constantly bless me & I am thankful for you!!,positive
Ugh! Plane delayed due to weather!  Stuck with another hour to kill.  http://twitpic.com/67xs0,negative
Omg. I got no sleep again. Neighbors are building a deck & they`ve been starting @ 5:00am. I`m SO tired. Feel like I just took Benadryl,negative
 yess  you?,neutral
 you know you want to come keep me company whilst mum`s at her friends for the night  it`s such a nice evening!,positive
" THIS CALLS FOR A HIGH FIVE!  (Don`t miss, hotshot xD)",positive
 too late  I`m already on the bus goin home  what the he`ll u talkin about drinkin tea????,negative
michelle is a hot mama with chichis grande,neutral
 your right. im so jealous i wish i had gangsterrrr pants like your grandma,negative
"Old enough to know better, young enough to not CARE!",neutral
"Downloadfestival`s lineup isn`t as good as i thought it was. There are some other awesome bands doing the festivals, but missing DL",neutral
 glad u liked post  looking at the back end now...the sub 2 your blog is automatic. send url and i`ll verify.,positive
look how   choke on this **** talks to me,neutral
 ya she prob does but i dont want to no about it,negative
" I know, but I wanna finish bsg first",neutral
 Oh no,neutral
i think taylor laughtner and selena gomez are the cutest couple! i love them both! just read it on M! my fave mag,positive
 good tip..... but then my boss would read .... exactly what im supposed to do and would know where I was with the project,positive
ugh. trying to respond to all of the emails/voicemails/facebook messages that I missed while out of town. this could be a while,negative
My Tummy Hurt,negative
 I knew my mom loved flowers and she loves the Rieger Begonia so... hanging basket seemed perfect,positive
Hahah. Love them!,positive
"At this point, I`m gonna be left here with only Tommy. He is no prize.",negative
"So, #primavera is in Barcelona. In Spain. Surely Ruth Lorenzo must be here, right? BTW Jarvis has a walking stick",neutral
 I scare you? No!,negative
  not Pimm`s in a can?,neutral
and were going to pune tomorrow,neutral
" too many GermÃ¯Â¿Â½n rodrÃ¯Â¿Â½guez`s results. Which one are you?  I mean, how do you look like in your profile picture?",neutral
Happy Mother`s Day  http://bit.ly/LRSnG,positive
assumes it wasnt so taboo to start an email with 'LOL' considering that the reply it got started with 'ROFL. PWN3D.' I love the internet!,positive
"  Oh no matey, did you get ill?  It would be a bit mean of Suzi to be calling you chicken scabs if you`re not!",negative
"It`s not the internal fuse either  Poop. Might have to get the spare out of the loft, although that might be a job for 2 people...",neutral
I hate when a program freezes during installation.,negative
 WHY DIDNT I SEE YOU?,neutral
I`m going to town on these two dinner rolls and some dark chocolate  yummmm,positive
  Looks like the nap will have to wait. I`m still waiting on the poor guy,neutral
 have a Happy Trip!!,positive
" yip, that would be a sign that you`ve been on the dodgy sites Jo... eish boet, it ain`t cool",negative
http://ping.fm/2UrGP (MPAA shows how to videorecord a TV)    via ,neutral
A little bit of good news.,positive
 i`m on twitter! go me. i have no idea how to work it.,neutral
 I only saw urs by chance. Who else would have that name! Think I`ll b missing 2nite too.  Thank god for YouTube.,positive
 You go to sleeeeeeepz,neutral
Good morning!!!! Yes is 5:57am,neutral
Missy higgins kate voegele grace potter and the nocturnals,neutral
http://twitpic.com/674p1 -  this is my Ohio is for lovers tattoo got the design off the shirt.. haha but I lost the shirt,negative
Is Bored at Home,negative
If my phone dies I will die too!,negative
"Repeatedly rubs thumbs softly and lovingly upon new Sarah Rayne novel. Sigh, and it`s not a paperback.I`m the potrait of profound bliss",positive
_i_am_jes YAY! congrats! i`m afraid to check my grades!,neutral
"() UGH, i love tila. haters need to shut up",neutral
I`m gonna wear my new purple converse today,neutral
"having a creative party with me, myself, and moi",neutral
_carter  Ey boy!! I canÃ¯Â¿Â½t see the video because youtube says me :The vid is private. Why?  I want to see it. Besos grandes guapo!!,neutral
omg!!! mcdonalds combo and wendys sundae = puke material,negative
 Will try to make it there at 6:30pm,neutral
_GiiGgl3z lmao ight im dun wit the faces lmao id rather see urs tho  lol,neutral
"Having indian food in the middle of Wales, very very typical, huh?",neutral
" Yes bb  There are actually 2 of them, but the other one I don`t really give a **** about.",negative
"My feet are killing, I`ve walked miles in search of an art shop...doesn`t seem like Ealing has one",negative
gonna go outside with my daddy... gonna take a ride with his new triumph!,neutral
is feeling really sick,negative
" im disgusted as well and baron, spelling lessons homie!! haha it`s 'effort' and 'team' r u shwasty? shloshed?  i love you",neutral
_05 I know booskie. HE is everywhere I am. & U too. Thank u for the reassurance! I love u.,positive
im gonna fail this test miserably in history,negative
http://www.efteling.nl/ Today: Nothing but Efteling-fun !! Not too sure about that Python-rollercoaster-ride though,positive
"  you can have  ice cream, I`ll have  kiss.",neutral
 heard of. And you`re the first to mention him to me!,neutral
" Welcome to Glasgow Felix, sorry I cant be there tonight",negative
At myhouse with the girls tonight,neutral
" not in this part of Surrey either, feeling quite a bit nippy I must say. Afternoon to you",positive
"How did I give birth to a SCREAMER?? I hate screaming children!! I guess I hate screaming children besides my own, now.",negative
installed the iNav iBlue v2 Theme...gives a fresh feel    http://twitpic.com/4jfg4,positive
and we`re off  to OT !! exciting game like always,positive
" Just been in that kind of mood, not reason at all. Lol, but I`ll try not to be too mushy around you!  I can behave!",neutral
The new resigned cricinfo : http://tinyurl.com/mxlcuv I hate change,negative
My mom likes Milow`s version of Ayo Technology... It`s a good thing she doesn`t have a clue what it`s about.,positive
"A Don`t Stop Believing remix? Sure, why not?  Sacrilege   ? http://blip.fm/~5jkpz",negative
 yeah unfortuantley  Sam hanks **** bowl that he like rolled along the floor got me out  grr,negative
 damnit i didn`t  but neither did you so win!,neutral
also. proof number #2923848932 that I have no life - I have an imaginary boyfriend named Vince. It`s sad that my friends encourage me so.,negative
 amen to that brotha!,neutral
 followed your bro _Vet,neutral
Nobody is up this early,neutral
 That would be SOOOOOO much and Geeky to the ultimate LEVEL! But I work 9 to 530am,positive
" Enjoy the coffee. We miss you, petite puce (adica Puricel in franceza)",positive
i never knew a dentention was so hard 2 get,negative
" it could be a bad idea, Hayley",negative
Michael Cera has a new movie!,neutral
Its so hot here,negative
I`m making a logo on photoshop & it didn`t work out..  hehe.. try again lah..,neutral
Had a nice pre mother`s day dinner out. Now a cocktail before retiring for the evening,positive
lousy **** landlord.   need to focus on kid`s packing but cant . nevermind sew sleeping bag,negative
" I know...I would too. Yes i cant wait for BB, i love it! I heard theyre not showing the 24 hr live streaming this year though",positive
That`s it? It`s done already? This is one proof that there`s nothing fair in this world.   http://bit.ly/10UEMq,negative
is helping  making a twitter account,positive
 im a pleb  i had to take it out of the freezer.. and put it in the oven!,neutral
 LOL kk i`ve sent u a friend request,neutral
really hopes her car`s illness is not terminal...,negative
Sum1 plz cheer me up,neutral
i think i like the workshop,positive
 Are you shattered after that long week?  Thats a pity about tomorrow night,neutral
just contributed to economic stimulus at Wal Mart - un expected tire replacements,neutral
At the orthodontisssttt,neutral
 i can`t figure out how to listen to it from the internet,negative
